פריט,תאור פריט,מספר ספק,שם מספר ספק,מ.63 הובלות באזר,שם מ.63 הובלות באזר
713270,עודפים מיקרוגל סאוטר KOR-6L7W לבן,604060021,אלקטרה סחר עודפים,1,מחסני חשמל בלבד
713271,מיקרוגל סאוטר KOR-6L7B שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
714394,עודפים מיקרוגל סאוטר KOC9Q5T נירו' 28,604060021,אלקטרה סחר עודפים,1,מחסני חשמל בלבד
714402,בלנדר מוט סאוטר LW3383 לבן,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
716006,עודפים קומקום סאוטר 1011 נירוסטה,604060021,אלקטרה סחר עודפים,1,מחסני חשמל בלבד
716135,מיקרוגל לבןKOR9GPBW'סאוטר26ל,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
716636,עודפים בלנדר סאוטר BL0101 אדום,604060021,אלקטרה סחר עודפים,,
716638,בלנדר סאוטר BL0101 שחור,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
727911,עודפים מיקסר סאוטר LW6828WH,604060021,אלקטרה סחר עודפים,,
727913,עודפים מיקרוגל סאוטר KOC8HBFB,604060021,אלקטרה סחר עודפים,,
214532,מיקרוגל מכני R-20AO שארפ,600060179,"ראלקו מוצרי צריכה בע""מ",,
201764,קוצץ משולב בוש MMR1501,600060063,בי.אס.אייץ.מכשירים בייתים,1,מחסני חשמל בלבד
201802,מע' מזון קוביותבושMCM5527,600060063,בי.אס.אייץ.מכשירים בייתים,,
201803,מעבד מזון MCM5529 בוש,600060063,בי.אס.אייץ.מכשירים בייתים,,
201808,בלנדר מוט בוש MSM6150,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
201814,בלנדר מוט בוש MSM7404,600060063,בי.אס.אייץ.מכשירים בייתים,1,מחסני חשמל בלבד
202282,מט'קפה תבלינים בושMKM6003,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
209350,בל' זכוכית אדום בושMMB11,600060063,בי.אס.אייץ.מכשירים בייתים,1,מחסני חשמל בלבד
209429,מצנם בוש שחור TAT6103,600060063,בי.אס.אייץ.מכשירים בייתים,,
209430,מצנם בוש TAT6104 אדום,600060063,בי.אס.אייץ.מכשירים בייתים,,
209431,מצנם בוש סגולTAT6108 ברדו,600060063,בי.אס.אייץ.מכשירים בייתים,,
209532,מיקסר בוש MUM6N21,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
209596,קומקום בוש TWK1102,600060063,בי.אס.אייץ.מכשירים בייתים,,
209630,הקש מקט 218407,600060063,בי.אס.אייץ.מכשירים בייתים,,
209631,קומקום בוש TWK6004R,600060063,בי.אס.אייץ.מכשירים בייתים,,
209632,קומקום בוש בז TWK6007,600060063,בי.אס.אייץ.מכשירים בייתים,,
209633,קומ' בוש סגול TWK6008ברד,600060063,בי.אס.אייץ.מכשירים בייתים,,
209886,מט'קפה תבלינים בושMKM6000,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
211411,מעבד מזון בוש MCM4000,600060063,בי.אס.אייץ.מכשירים בייתים,,
212666,קוצץ בוש MMR08R1 אדום,600060063,בי.אס.אייץ.מכשירים בייתים,,
212770,מיקסר משולב בוש MUM54230,600060063,בי.אס.אייץ.מכשירים בייתים,1,מחסני חשמל בלבד
213044,מיקסר בוש MUM 4405,600060063,בי.אס.אייץ.מכשירים בייתים,,
214287,מצנם בוש 6001 לבן,600060063,בי.אס.אייץ.מכשירים בייתים,1,מחסני חשמל בלבד
214288,מצנם בוש 6003 שחור,600060063,בי.אס.אייץ.מכשירים בייתים,,
214289,מצנם בוש 6004 אדום,600060063,בי.אס.אייץ.מכשירים בייתים,,
214290,מצנם בוש 6801 נירוסטה,600060063,בי.אס.אייץ.מכשירים בייתים,1,מחסני חשמל בלבד
215557,מצנם אלקטרוני בוש 3A013 שחור,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215558,מצנם אלקטרוני בוש 3A014 אדום,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215559,טוסטר לחיצה בוש 4402,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215561,מעבד מזון משולב בוש 62020,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215562,מעבד מזון+קוביות בוש 64085,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215563,מעבד מזון משולב בוש 64051,600060063,בי.אס.אייץ.מכשירים בייתים,1,מחסני חשמל בלבד
215564,הקש מקט 220913,600060063,בי.אס.אייץ.מכשירים בייתים,,
215565,מיקסר יד בוש 36300,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215566,בלנדר מוט בוש 64010,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215567,מיקסר בוש 54Q40 ,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215575,מיקסר בוש 54420 אדום דובדבן,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215578,מיקסר בוש 54520 כחול ,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215579,הקש מקט 220826,600060063,בי.אס.אייץ.מכשירים בייתים,1,מחסני חשמל בלבד
215580,מיקסר בוש 54020 טורקיז ,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215581,מיקסר בוש 54720 אדום ,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215582,מיקסר בוש 54920 וניל ,600060063,בי.אס.אייץ.מכשירים בייתים,1,מחסני חשמל בלבד
215583,מיקסר בוש משולב 54251,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215584,מיקסר בוש 57860 ,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215881,קומקום בוש 3A011 לבן,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215882,קומקום בוש 3A013 שחור,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
215883,קומקום בוש 3A014 אדום,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
216361,מיקסר יד בוש MFQ 4020,600060063,בי.אס.אייץ.מכשירים בייתים,,
216362,קוצץ משולב בוש MMR08A1 לבן,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
216363,מיקסר יד+קערה בוש MFQ 36460,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
216364,טוסטר לחיצה בוש '6פר 3302,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
216365,מיקסר 6.2 ליטר בוש MUM6N11,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
216366,קוצץ משולב בוש MMR08R2 אדום,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
216711,מעבד מזון בוש MCM42024,600060063,בי.אס.אייץ.מכשירים בייתים,,
216714,בלנדר+כוס בוש MMB11R2,600060063,בי.אס.אייץ.מכשירים בייתים,1,מחסני חשמל בלבד
216715,הקש מקט 220916,600060063,בי.אס.אייץ.מכשירים בייתים,,
217611,בלנדר בוש משולב MSM64120,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
217612,מיקסר יד בוש MFQ40303,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
218202,מטחנת בשר בוש MFW45020,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
218203,מסחטת פירות בוש 20AO שחור לבן,600060063,בי.אס.אייץ.מכשירים בייתים,,
218204,מסחטת פירות בוש 20CO סגול חציל,600060063,בי.אס.אייץ.מכשירים בייתים,,
218205,מסחטת פירות בוש 20GO ירוק לבן,600060063,בי.אס.אייץ.מכשירים בייתים,,
218206,בלנדר מוט משולב בוש MSM66120,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
218402,מטחנת בשר בוש MFW1550,600060063,בי.אס.אייץ.מכשירים בייתים,1,מחסני חשמל בלבד
218407,קומקום בוש TWK6003 שחור 1.7לי,600060063,בי.אס.אייץ.מכשירים בייתים,,
220618,מצנם אלקטרוני בוש TAT3AO11 לבן,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
220619,.מעבד מזון משולב בוש MCM5510,600060063,בי.אס.אייץ.מכשירים בייתים,1,מחסני חשמל בלבד
220620,מעבד מזון בוש MCM20755,600060063,בי.אס.אייץ.מכשירים בייתים,,
220621,מיקסר יד בוש MFQ36400,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
220622,קוצץ ומקצף בוש MMR15A1 לבן,600060063,בי.אס.אייץ.מכשירים בייתים,,
220623,בלנדר מוט בוש MSM67160,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
220624,בלנדר מוט בוש MSM66020,600060063,בי.אס.אייץ.מכשירים בייתים,1,מחסני חשמל בלבד
220625,בלנדר מוט בוש MSM6B150,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
220626,מצנם אלקטרוני בוש TAT8611 לבן,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
220627,קומקום אלקטרוני בוש TWK8611 לב,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
220822,מצנם אלקטרוני בוש TAT3A017 קר,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
220823,מצנם אלקטרוני בוש TAT8613 שחו,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
220824,קומקום אלקטרוני בוש TWK8613 ש,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
220825,קומקום פלסטיק בוש TWK3A017 קר,600060063,בי.אס.אייץ.מכשירים בייתים,,
220826,מיקסר משולב בוש MUM54620 צהוב,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
220827,קומקום נשלף בוש TWK6001 לבן,600060063,בי.אס.אייץ.מכשירים בייתים,,
220828,מידי אובן בוש HKP110120,600060063,בי.אס.אייץ.מכשירים בייתים,,
220912,טוסטר לחיצה בוש TFB4431V נירו,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
220913,מעבד מזון משולב בוש MCM68885,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
220914,בלנדר מוט בוש MSM64110,600060063,בי.אס.אייץ.מכשירים בייתים,,
220916,מיקסר משולב בוש MUM56Z40,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
220917,מעבד מזון משולב בוש MCM68861,600060063,בי.אס.אייץ.מכשירים בייתים,,
221102,מטחנת בשר בוש MFW68660 משולבת,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
221103,קומקום בוש TWK6303 נירוסטה,600060063,בי.אס.אייץ.מכשירים בייתים,,
221104,מצנם בוש TAT6313 נירוסטה,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
221105,קומקום בוש TWK6801 נירוסטה,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
221106,מצנם בוש TAT6901 נירוסטה מובר,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
221108,מיקסר יד בוש MFQ40301 וניל,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
221117,בלנדר מוט משולב בוש MSM66155,600060063,בי.אס.אייץ.מכשירים בייתים,,
221394,מיקסר בוש 1600W MUMXL10T,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
221395,מיקסר משולב בוש MUM6N22,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
221396,פורס חשמלי ללחם בוש MAS62R1N,600060063,בי.אס.אייץ.מכשירים בייתים,,
221397,מסחטת הדרים בוש MCP3500,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
221398,פרקולטור בוש TKA3A034,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
221759,מיקסר בוש MUM54A00 שחור/לבן,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
221761,מיקסר בוש MUM54I00 כתום/לבן,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
221763,מיקסר בוש MUM54D00 טורקיז/לבן,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
225584,מיקסר בוש MUM54G00 לבן ירוק,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
225585,מיקסר בוש MUM54POO לבן סגול,600060063,בי.אס.אייץ.מכשירים בייתים,3,שתי רשתות
